,Outlook,Temperature,Humidity,Windy,Play-Golf
22536,Sunny,Mild,High,True,No
22537,Overcast,Hot,High,False,Yes
22538,Overcast,Hot,Normal,False,Yes
22539,Sunny,Mild,High,True,No
22540,Rainy,Mild,Normal,True,Yes
22541,Sunny,Mild,High,True,No
22542,Sunny,Mild,High,True,No
22543,Rainy,Hot,High,True,No
22544,Sunny,Mild,Normal,False,Yes
22545,Rainy,Mild,Normal,True,Yes
22546,Rainy,Cool,Normal,False,Yes
22547,Sunny,Mild,High,True,No
22548,Overcast,Hot,High,False,Yes
22549,Sunny,Mild,High,True,No
22550,Sunny,Cool,Normal,False,Yes
22551,Rainy,Mild,High,False,No
22552,Sunny,Cool,Normal,False,Yes
22553,Rainy,Mild,Normal,True,Yes
22554,Rainy,Mild,Normal,True,Yes
22555,Overcast,Cool,Normal,True,Yes
22556,Rainy,Mild,Normal,True,Yes
22557,Overcast,Hot,Normal,False,Yes
22558,Rainy,Cool,Normal,False,Yes
22559,Rainy,Mild,Normal,True,Yes
22560,Sunny,Mild,High,True,No
22561,Rainy,Hot,High,True,No
22562,Sunny,Mild,High,True,No
22563,Overcast,Cool,Normal,True,Yes
22564,Overcast,Hot,Normal,False,Yes
22565,Sunny,Cool,Normal,False,Yes
22566,Sunny,Mild,High,True,No
22567,Overcast,Hot,Normal,False,Yes
22568,Rainy,Hot,High,True,No
22569,Overcast,Cool,Normal,True,Yes
22570,Sunny,Mild,Normal,False,Yes
22571,Rainy,Hot,High,True,No
22572,Sunny,Cool,Normal,False,Yes
22573,Rainy,Cool,Normal,False,Yes
22574,Rainy,Hot,High,True,No
22575,Overcast,Mild,High,True,Yes
22576,Sunny,Cool,Normal,False,Yes
22577,Overcast,Hot,High,False,Yes
22578,Sunny,Mild,High,True,No
22579,Rainy,Hot,High,True,No
22580,Sunny,Cool,Normal,True,No
22581,Sunny,Mild,High,True,No
22582,Rainy,Mild,Normal,True,Yes
22583,Rainy,Hot,High,True,No
22584,Overcast,Hot,High,False,Yes
22585,Overcast,Mild,High,True,Yes
22586,Rainy,Hot,High,True,No
22587,Sunny,Mild,High,True,No
22588,Sunny,Mild,High,True,No
22589,Sunny,Mild,High,True,No
22590,Sunny,Mild,High,True,No
22591,Sunny,Cool,Normal,False,Yes
22592,Overcast,Hot,Normal,False,Yes
22593,Sunny,Cool,Normal,False,Yes
22594,Sunny,Cool,Normal,False,Yes
22595,Rainy,Hot,High,False,Yes
22596,Sunny,Mild,High,False,Yes
22597,Rainy,Hot,High,True,No
22598,Overcast,Mild,High,True,Yes
22599,Rainy,Hot,High,True,No
22600,Rainy,Hot,High,True,No
22601,Sunny,Mild,High,True,No
22602,Sunny,Mild,High,True,No
22603,Sunny,Cool,Normal,False,Yes
22604,Rainy,Cool,Normal,False,Yes
22605,Sunny,Cool,Normal,False,Yes
22606,Sunny,Mild,High,True,No
22607,Rainy,Hot,High,True,No
22608,Sunny,Cool,Normal,False,Yes
22609,Rainy,Mild,Normal,True,Yes
22610,Sunny,Cool,Normal,False,Yes
22611,Rainy,Mild,High,False,No
22612,Rainy,Hot,High,False,Yes
22613,Overcast,Hot,High,False,Yes
22614,Sunny,Cool,Normal,False,Yes
22615,Sunny,Cool,Normal,False,Yes
22616,Rainy,Hot,High,True,No
22617,Overcast,Hot,High,False,Yes
22618,Overcast,Hot,High,False,Yes
22619,Overcast,Hot,High,False,Yes
22620,Sunny,Cool,Normal,False,Yes
22621,Sunny,Mild,High,True,No
22622,Sunny,Mild,High,False,Yes
22623,Rainy,Hot,High,True,No
22624,Sunny,Mild,High,True,No
22625,Overcast,Cool,Normal,True,Yes
22626,Rainy,Cool,Normal,False,Yes
22627,Rainy,Hot,High,True,No
22628,Rainy,Cool,Normal,False,Yes
22629,Rainy,Mild,Normal,True,Yes
22630,Sunny,Mild,High,False,Yes
22631,Sunny,Cool,Normal,False,Yes
22632,Overcast,Mild,High,True,Yes
22633,Rainy,Hot,High,False,Yes
22634,Rainy,Hot,High,True,No
22635,Sunny,Mild,High,False,Yes
22636,Sunny,Mild,High,True,No
22637,Sunny,Cool,Normal,False,Yes
22638,Rainy,Hot,High,True,No
22639,Overcast,Hot,High,False,Yes
22640,Overcast,Hot,High,False,Yes
22641,Sunny,Cool,Normal,True,No
22642,Rainy,Hot,High,True,No
22643,Sunny,Cool,Normal,False,Yes
22644,Overcast,Hot,High,False,Yes
22645,Rainy,Hot,High,True,No
22646,Rainy,Hot,High,True,No
22647,Sunny,Mild,High,True,No
22648,Sunny,Mild,High,True,No
22649,Rainy,Hot,High,True,No
22650,Overcast,Cool,Normal,True,Yes
22651,Rainy,Hot,High,True,No
22652,Sunny,Cool,Normal,False,Yes
22653,Sunny,Mild,High,True,No
22654,Overcast,Hot,Normal,False,Yes
22655,Sunny,Mild,High,False,Yes
22656,Overcast,Cool,Normal,True,Yes
22657,Sunny,Cool,Normal,False,Yes
22658,Overcast,Hot,High,False,Yes
22659,Overcast,Hot,Normal,False,Yes
22660,Rainy,Hot,High,True,No
22661,Sunny,Mild,High,True,No
22662,Sunny,Mild,High,True,No
22663,Overcast,Mild,High,True,Yes
22664,Rainy,Mild,Normal,True,Yes
22665,Rainy,Hot,High,True,No
22666,Overcast,Cool,Normal,True,Yes
22667,Sunny,Mild,High,True,No
22668,Sunny,Cool,Normal,False,Yes
22669,Sunny,Mild,High,True,No
22670,Rainy,Hot,High,True,No
22671,Rainy,Hot,High,True,No
22672,Sunny,Mild,High,True,No
22673,Overcast,Cool,Normal,True,Yes
22674,Rainy,Hot,High,True,No
22675,Sunny,Cool,Normal,False,Yes
22676,Overcast,Cool,Normal,True,Yes
22677,Rainy,Hot,High,True,No
22678,Rainy,Hot,High,True,No
22679,Sunny,Cool,Normal,True,No
22680,Sunny,Cool,Normal,False,Yes
22681,Overcast,Mild,High,True,Yes
22682,Sunny,Mild,Normal,False,Yes
22683,Sunny,Mild,High,True,No
22684,Sunny,Cool,Normal,False,Yes
22685,Overcast,Cool,Normal,True,Yes
22686,Sunny,Cool,Normal,False,Yes
22687,Rainy,Hot,High,True,No
22688,Rainy,Mild,Normal,True,Yes
22689,Sunny,Mild,High,True,No
22690,Sunny,Mild,High,True,No
22691,Rainy,Hot,High,False,Yes
22692,Overcast,Hot,High,False,Yes
22693,Rainy,Mild,Normal,True,Yes
22694,Overcast,Hot,High,False,Yes
22695,Overcast,Hot,Normal,False,Yes
22696,Overcast,Hot,High,False,Yes
22697,Sunny,Mild,High,True,No
22698,Overcast,Hot,Normal,False,Yes
22699,Overcast,Hot,High,False,Yes
22700,Rainy,Cool,Normal,False,Yes
22701,Rainy,Cool,Normal,False,Yes
22702,Overcast,Hot,Normal,False,Yes
22703,Sunny,Mild,High,True,No
22704,Sunny,Mild,High,True,No
22705,Sunny,Cool,Normal,False,Yes
22706,Overcast,Hot,High,False,Yes
22707,Rainy,Hot,High,True,No
22708,Sunny,Mild,High,True,No
22709,Sunny,Cool,Normal,False,Yes
22710,Rainy,Hot,High,True,No
22711,Sunny,Mild,High,True,No
22712,Sunny,Mild,High,True,No
22713,Sunny,Mild,Normal,False,Yes
22714,Rainy,Hot,High,True,No
22715,Sunny,Mild,High,True,No
22716,Sunny,Cool,Normal,False,Yes
22717,Overcast,Hot,Normal,False,Yes
22718,Sunny,Cool,Normal,False,Yes
22719,Sunny,Cool,Normal,False,Yes
22720,Rainy,Mild,High,False,No
22721,Sunny,Cool,Normal,False,Yes
22722,Sunny,Mild,High,True,No
22723,Sunny,Mild,High,True,No
22724,Rainy,Hot,High,True,No
22725,Overcast,Cool,Normal,True,Yes
22726,Sunny,Cool,Normal,False,Yes
22727,Sunny,Mild,High,True,No
22728,Sunny,Mild,High,True,No
22729,Overcast,Hot,High,False,Yes
22730,Rainy,Cool,Normal,False,Yes
22731,Sunny,Cool,Normal,False,Yes
22732,Sunny,Cool,Normal,False,Yes
22733,Overcast,Cool,Normal,True,Yes
22734,Rainy,Hot,High,True,No
22735,Overcast,Mild,High,True,Yes
22736,Sunny,Mild,High,True,No
22737,Rainy,Mild,Normal,True,Yes
22738,Sunny,Cool,Normal,True,No
22739,Overcast,Cool,Normal,True,Yes
22740,Rainy,Hot,High,True,No
22741,Sunny,Cool,Normal,False,Yes
22742,Sunny,Mild,High,True,No
22743,Sunny,Cool,Normal,False,Yes
22744,Overcast,Hot,Normal,False,Yes
22745,Rainy,Mild,High,False,No
22746,Overcast,Cool,Normal,True,Yes
22747,Overcast,Hot,High,False,Yes
22748,Sunny,Mild,High,True,No
22749,Overcast,Hot,High,False,Yes
22750,Overcast,Hot,Normal,False,Yes
22751,Overcast,Hot,High,False,Yes
22752,Overcast,Cool,Normal,True,Yes
22753,Overcast,Hot,High,False,Yes
22754,Rainy,Hot,High,True,No
22755,Rainy,Mild,High,False,No
22756,Sunny,Mild,High,False,Yes
22757,Rainy,Hot,High,True,No
22758,Rainy,Mild,Normal,True,Yes
22759,Overcast,Hot,Normal,False,Yes
22760,Sunny,Mild,High,True,No
22761,Overcast,Hot,Normal,False,Yes
22762,Sunny,Mild,High,True,No
22763,Rainy,Hot,High,True,No
22764,Sunny,Cool,Normal,False,Yes
22765,Rainy,Hot,High,True,No
22766,Rainy,Hot,High,False,Yes
22767,Sunny,Cool,Normal,False,Yes
22768,Rainy,Hot,High,True,No
22769,Sunny,Mild,High,True,No
22770,Sunny,Mild,High,True,No
22771,Overcast,Mild,High,True,Yes
22772,Sunny,Mild,High,True,No
22773,Sunny,Mild,High,True,No
22774,Sunny,Mild,High,False,Yes
22775,Overcast,Mild,High,True,Yes
22776,Sunny,Cool,Normal,False,Yes
22777,Overcast,Cool,Normal,True,Yes
22778,Sunny,Cool,Normal,False,Yes
22779,Overcast,Cool,Normal,True,Yes
22780,Sunny,Cool,Normal,False,Yes
22781,Rainy,Hot,High,True,No
22782,Overcast,Cool,Normal,True,Yes
22783,Rainy,Mild,Normal,True,Yes
22784,Overcast,Mild,High,True,Yes
22785,Rainy,Hot,High,True,No
22786,Overcast,Hot,High,False,Yes
22787,Sunny,Cool,Normal,False,Yes
22788,Rainy,Hot,High,True,No
22789,Rainy,Hot,High,True,No
22790,Rainy,Hot,High,True,No
22791,Sunny,Cool,Normal,False,Yes
22792,Overcast,Mild,High,True,Yes
22793,Rainy,Mild,High,False,No
22794,Rainy,Hot,High,True,No
22795,Sunny,Mild,High,True,No
22796,Overcast,Hot,High,False,Yes
22797,Sunny,Mild,High,True,No
22798,Rainy,Mild,Normal,True,Yes
22799,Sunny,Mild,High,True,No
22800,Overcast,Hot,High,False,Yes
22801,Rainy,Mild,High,False,No
22802,Sunny,Mild,High,True,No
22803,Sunny,Mild,High,False,Yes
22804,Overcast,Mild,High,True,Yes
22805,Sunny,Mild,High,False,Yes
22806,Sunny,Mild,High,True,No
22807,Sunny,Cool,Normal,False,Yes
22808,Sunny,Mild,High,True,No
22809,Sunny,Mild,High,True,No
22810,Overcast,Hot,Normal,False,Yes
22811,Overcast,Hot,High,False,Yes
22812,Sunny,Mild,High,True,No
22813,Overcast,Cool,Normal,True,Yes
22814,Sunny,Mild,Normal,False,Yes
22815,Rainy,Hot,High,True,No
22816,Sunny,Mild,High,True,No
22817,Sunny,Mild,High,False,Yes
22818,Overcast,Cool,Normal,True,Yes
22819,Overcast,Cool,Normal,True,Yes
22820,Overcast,Hot,High,False,Yes
22821,Sunny,Mild,High,True,No
22822,Rainy,Hot,High,True,No
22823,Sunny,Cool,Normal,True,No
22824,Sunny,Mild,High,True,No
22825,Overcast,Mild,High,True,Yes
22826,Rainy,Hot,High,True,No
22827,Rainy,Mild,Normal,True,Yes
22828,Sunny,Mild,Normal,False,Yes
22829,Overcast,Mild,High,True,Yes
22830,Overcast,Mild,High,True,Yes
22831,Sunny,Cool,Normal,False,Yes
22832,Rainy,Cool,Normal,False,Yes
22833,Overcast,Hot,High,False,Yes
22834,Rainy,Cool,Normal,False,Yes
22835,Sunny,Mild,High,True,No
22836,Sunny,Mild,High,True,No
22837,Sunny,Mild,High,True,No
22838,Overcast,Hot,Normal,False,Yes
22839,Rainy,Mild,Normal,True,Yes
22840,Sunny,Cool,Normal,False,Yes
22841,Rainy,Hot,High,True,No
22842,Sunny,Mild,High,True,No
22843,Sunny,Mild,High,True,No
22844,Rainy,Hot,High,True,No
22845,Sunny,Cool,Normal,True,No
22846,Overcast,Hot,High,False,Yes
22847,Rainy,Cool,Normal,False,Yes
22848,Rainy,Mild,Normal,True,Yes
22849,Overcast,Hot,Normal,False,Yes
22850,Overcast,Hot,Normal,False,Yes
22851,Overcast,Cool,Normal,True,Yes
22852,Overcast,Cool,Normal,True,Yes
22853,Sunny,Mild,High,True,No
22854,Overcast,Hot,High,False,Yes
22855,Sunny,Cool,Normal,False,Yes
22856,Rainy,Hot,High,True,No
22857,Rainy,Hot,High,True,No
22858,Sunny,Mild,High,True,No
22859,Rainy,Hot,High,True,No
22860,Overcast,Hot,Normal,False,Yes
22861,Sunny,Cool,Normal,False,Yes
22862,Rainy,Mild,Normal,True,Yes
22863,Overcast,Cool,Normal,True,Yes
22864,Sunny,Cool,Normal,False,Yes
22865,Overcast,Mild,High,True,Yes
22866,Sunny,Mild,Normal,False,Yes
22867,Sunny,Mild,High,True,No
22868,Sunny,Cool,Normal,False,Yes
22869,Sunny,Cool,Normal,True,No
22870,Overcast,Hot,High,False,Yes
22871,Overcast,Cool,Normal,True,Yes
22872,Overcast,Hot,Normal,False,Yes
22873,Overcast,Cool,Normal,True,Yes
22874,Sunny,Mild,Normal,False,Yes
22875,Sunny,Cool,Normal,False,Yes
22876,Sunny,Cool,Normal,False,Yes
22877,Overcast,Cool,Normal,True,Yes
22878,Rainy,Hot,High,True,No
22879,Sunny,Cool,Normal,False,Yes
22880,Rainy,Mild,High,False,No
22881,Rainy,Hot,High,True,No
22882,Sunny,Mild,High,True,No
22883,Sunny,Mild,High,True,No
22884,Sunny,Mild,High,True,No
22885,Overcast,Hot,High,False,Yes
22886,Overcast,Cool,Normal,True,Yes
22887,Sunny,Cool,Normal,False,Yes
22888,Rainy,Hot,High,True,No
22889,Sunny,Mild,High,True,No
22890,Sunny,Cool,Normal,False,Yes
22891,Overcast,Hot,High,False,Yes
22892,Rainy,Hot,High,False,Yes
22893,Sunny,Mild,High,True,No
22894,Overcast,Mild,High,True,Yes
22895,Sunny,Cool,Normal,False,Yes
22896,Sunny,Cool,Normal,False,Yes
22897,Sunny,Cool,Normal,False,Yes
22898,Rainy,Hot,High,True,No
22899,Sunny,Cool,Normal,False,Yes
22900,Overcast,Hot,High,False,Yes
22901,Sunny,Cool,Normal,False,Yes
22902,Sunny,Mild,Normal,False,Yes
22903,Overcast,Cool,Normal,True,Yes
22904,Sunny,Cool,Normal,False,Yes
22905,Overcast,Hot,High,False,Yes
22906,Overcast,Cool,Normal,True,Yes
22907,Overcast,Hot,High,False,Yes
22908,Overcast,Hot,High,False,Yes
22909,Sunny,Mild,High,False,Yes
22910,Overcast,Hot,High,False,Yes
22911,Sunny,Cool,Normal,True,No
22912,Sunny,Mild,High,True,No
22913,Overcast,Hot,High,False,Yes
22914,Sunny,Mild,High,True,No
22915,Rainy,Mild,Normal,True,Yes
22916,Overcast,Hot,Normal,False,Yes
22917,Sunny,Mild,High,True,No
22918,Overcast,Hot,High,False,Yes
22919,Sunny,Cool,Normal,False,Yes
22920,Sunny,Mild,High,True,No
22921,Overcast,Hot,High,False,Yes
22922,Sunny,Cool,Normal,False,Yes
22923,Sunny,Mild,High,True,No
22924,Overcast,Cool,Normal,True,Yes
22925,Sunny,Cool,Normal,False,Yes
22926,Rainy,Hot,High,True,No
22927,Sunny,Mild,High,True,No
22928,Sunny,Mild,High,True,No
22929,Sunny,Mild,Normal,False,Yes
22930,Overcast,Hot,Normal,False,Yes
22931,Overcast,Hot,High,False,Yes
22932,Overcast,Hot,Normal,False,Yes
22933,Overcast,Hot,Normal,False,Yes
22934,Sunny,Cool,Normal,False,Yes
22935,Sunny,Cool,Normal,False,Yes
22936,Rainy,Mild,Normal,True,Yes
22937,Rainy,Mild,Normal,True,Yes
22938,Sunny,Cool,Normal,False,Yes
22939,Overcast,Hot,High,False,Yes
22940,Rainy,Mild,Normal,True,Yes
22941,Sunny,Mild,High,True,No
22942,Overcast,Cool,Normal,True,Yes
22943,Overcast,Hot,Normal,False,Yes
22944,Overcast,Cool,Normal,True,Yes
22945,Overcast,Hot,Normal,False,Yes
22946,Overcast,Cool,Normal,True,Yes
22947,Sunny,Mild,High,True,No
22948,Rainy,Hot,High,False,Yes
22949,Sunny,Cool,Normal,False,Yes
22950,Rainy,Cool,Normal,False,Yes
22951,Overcast,Hot,Normal,False,Yes
22952,Overcast,Hot,High,False,Yes
22953,Rainy,Mild,Normal,True,Yes
22954,Sunny,Mild,High,True,No
22955,Sunny,Cool,Normal,False,Yes
22956,Sunny,Mild,High,True,No
22957,Sunny,Cool,Normal,True,No
22958,Sunny,Cool,Normal,True,No
22959,Sunny,Cool,Normal,False,Yes
22960,Rainy,Hot,High,True,No
22961,Sunny,Mild,Normal,False,Yes
22962,Sunny,Cool,Normal,False,Yes
22963,Sunny,Mild,High,True,No
22964,Overcast,Cool,Normal,True,Yes
22965,Rainy,Hot,High,True,No
22966,Sunny,Mild,High,False,Yes
22967,Overcast,Hot,High,False,Yes
22968,Rainy,Hot,High,True,No
22969,Overcast,Hot,High,False,Yes
22970,Sunny,Cool,Normal,False,Yes
22971,Overcast,Hot,High,False,Yes
22972,Sunny,Mild,Normal,False,Yes
22973,Overcast,Hot,High,False,Yes
22974,Overcast,Cool,Normal,True,Yes
22975,Sunny,Mild,High,True,No
22976,Rainy,Mild,Normal,True,Yes
22977,Sunny,Mild,Normal,False,Yes
22978,Rainy,Hot,High,True,No
22979,Rainy,Mild,Normal,True,Yes
22980,Overcast,Hot,High,False,Yes
22981,Sunny,Cool,Normal,False,Yes
22982,Rainy,Hot,High,True,No
22983,Overcast,Hot,High,False,Yes
22984,Overcast,Hot,High,False,Yes
22985,Rainy,Mild,Normal,True,Yes
22986,Sunny,Mild,High,False,Yes
22987,Rainy,Mild,Normal,True,Yes
22988,Sunny,Mild,Normal,False,Yes
22989,Rainy,Hot,High,True,No
22990,Overcast,Cool,Normal,True,Yes
22991,Rainy,Hot,High,True,No
22992,Sunny,Mild,High,True,No
22993,Overcast,Hot,Normal,False,Yes
22994,Rainy,Cool,Normal,False,Yes
22995,Rainy,Hot,High,True,No
22996,Overcast,Cool,Normal,True,Yes
22997,Sunny,Cool,Normal,False,Yes
22998,Sunny,Mild,High,True,No
22999,Rainy,Mild,High,False,No
23000,Rainy,Hot,High,True,No
23001,Rainy,Hot,High,True,No
23002,Rainy,Hot,High,True,No
23003,Sunny,Mild,High,True,No
23004,Sunny,Cool,Normal,False,Yes
23005,Rainy,Hot,High,True,No
23006,Rainy,Hot,High,True,No
23007,Rainy,Hot,High,True,No
23008,Sunny,Mild,High,True,No
23009,Overcast,Hot,High,False,Yes
23010,Rainy,Hot,High,True,No
23011,Overcast,Hot,Normal,False,Yes
23012,Overcast,Hot,Normal,False,Yes
23013,Rainy,Mild,Normal,True,Yes
23014,Sunny,Cool,Normal,False,Yes
23015,Overcast,Mild,High,True,Yes
23016,Overcast,Hot,Normal,False,Yes
23017,Sunny,Mild,High,True,No
23018,Sunny,Mild,Normal,False,Yes
23019,Sunny,Cool,Normal,False,Yes
23020,Overcast,Mild,High,True,Yes
23021,Rainy,Hot,High,True,No
23022,Rainy,Hot,High,False,Yes
23023,Rainy,Hot,High,True,No
23024,Sunny,Cool,Normal,False,Yes
23025,Overcast,Cool,Normal,True,Yes
23026,Sunny,Cool,Normal,False,Yes
23027,Rainy,Mild,Normal,True,Yes
23028,Sunny,Mild,High,True,No
23029,Overcast,Hot,High,False,Yes
23030,Overcast,Cool,Normal,True,Yes
23031,Sunny,Cool,Normal,False,Yes
23032,Rainy,Mild,Normal,True,Yes
23033,Sunny,Cool,Normal,False,Yes
23034,Rainy,Mild,Normal,True,Yes
23035,Sunny,Cool,Normal,False,Yes
23036,Sunny,Cool,Normal,False,Yes
23037,Sunny,Cool,Normal,False,Yes
23038,Overcast,Cool,Normal,True,Yes
23039,Sunny,Cool,Normal,False,Yes
23040,Overcast,Hot,Normal,False,Yes
23041,Sunny,Mild,Normal,False,Yes
23042,Overcast,Hot,High,False,Yes
23043,Sunny,Mild,High,True,No
23044,Sunny,Mild,High,True,No
23045,Rainy,Hot,High,True,No
23046,Sunny,Cool,Normal,False,Yes
23047,Sunny,Cool,Normal,False,Yes
23048,Overcast,Hot,High,False,Yes
23049,Overcast,Hot,Normal,False,Yes
23050,Rainy,Cool,Normal,False,Yes
23051,Sunny,Mild,High,True,No
23052,Rainy,Hot,High,True,No
23053,Rainy,Hot,High,True,No
23054,Sunny,Mild,Normal,False,Yes
23055,Overcast,Cool,Normal,True,Yes
23056,Sunny,Cool,Normal,False,Yes
23057,Sunny,Mild,High,False,Yes
23058,Overcast,Cool,Normal,True,Yes
23059,Sunny,Cool,Normal,False,Yes
23060,Rainy,Hot,High,True,No
23061,Sunny,Mild,High,True,No
23062,Rainy,Mild,High,False,No
23063,Sunny,Cool,Normal,False,Yes
23064,Sunny,Mild,High,True,No
23065,Overcast,Cool,Normal,True,Yes
23066,Sunny,Cool,Normal,False,Yes
23067,Rainy,Hot,High,True,No
23068,Rainy,Mild,High,False,No
23069,Sunny,Cool,Normal,True,No
23070,Overcast,Hot,High,False,Yes
23071,Sunny,Mild,Normal,False,Yes
23072,Sunny,Cool,Normal,False,Yes
23073,Sunny,Mild,High,True,No
23074,Rainy,Mild,Normal,True,Yes
23075,Sunny,Cool,Normal,False,Yes
23076,Sunny,Mild,High,True,No
23077,Sunny,Cool,Normal,False,Yes
23078,Sunny,Mild,High,True,No
23079,Overcast,Hot,High,False,Yes
23080,Overcast,Hot,Normal,False,Yes
23081,Rainy,Cool,Normal,False,Yes
23082,Sunny,Mild,Normal,False,Yes
23083,Rainy,Hot,High,False,Yes
23084,Overcast,Hot,High,False,Yes
23085,Rainy,Hot,High,True,No
23086,Sunny,Cool,Normal,False,Yes
23087,Sunny,Mild,High,True,No
23088,Sunny,Mild,Normal,False,Yes
23089,Sunny,Cool,Normal,False,Yes
23090,Sunny,Cool,Normal,False,Yes
23091,Rainy,Mild,Normal,True,Yes
23092,Sunny,Mild,High,True,No
23093,Sunny,Cool,Normal,False,Yes
23094,Sunny,Cool,Normal,False,Yes
23095,Sunny,Cool,Normal,True,No
23096,Sunny,Cool,Normal,True,No
23097,Overcast,Cool,Normal,True,Yes
23098,Rainy,Hot,High,True,No
23099,Sunny,Mild,High,False,Yes
23100,Overcast,Hot,High,False,Yes
23101,Overcast,Cool,Normal,True,Yes
23102,Sunny,Mild,High,True,No
23103,Overcast,Cool,Normal,True,Yes
23104,Rainy,Hot,High,True,No
23105,Overcast,Cool,Normal,True,Yes
23106,Sunny,Cool,Normal,False,Yes
23107,Overcast,Cool,Normal,True,Yes
23108,Rainy,Mild,Normal,True,Yes
23109,Overcast,Cool,Normal,True,Yes
23110,Overcast,Cool,Normal,True,Yes
23111,Rainy,Hot,High,True,No
23112,Rainy,Hot,High,True,No
23113,Rainy,Hot,High,True,No
23114,Rainy,Mild,High,False,No
23115,Overcast,Mild,High,True,Yes
23116,Overcast,Cool,Normal,True,Yes
23117,Sunny,Mild,High,True,No
23118,Sunny,Cool,Normal,False,Yes
23119,Overcast,Cool,Normal,True,Yes
23120,Rainy,Hot,High,True,No
23121,Overcast,Cool,Normal,True,Yes
23122,Rainy,Hot,High,True,No
23123,Rainy,Cool,Normal,False,Yes
23124,Sunny,Cool,Normal,False,Yes
23125,Sunny,Mild,High,True,No
23126,Rainy,Hot,High,True,No
23127,Sunny,Mild,High,True,No
23128,Sunny,Mild,High,True,No
23129,Sunny,Mild,High,True,No
23130,Overcast,Cool,Normal,True,Yes
23131,Sunny,Mild,High,True,No
23132,Rainy,Hot,High,True,No
23133,Overcast,Hot,High,False,Yes
23134,Sunny,Mild,High,True,No
23135,Overcast,Mild,High,True,Yes
23136,Overcast,Hot,High,False,Yes
23137,Rainy,Mild,Normal,True,Yes
23138,Sunny,Mild,High,False,Yes
23139,Rainy,Hot,High,True,No
23140,Rainy,Hot,High,True,No
23141,Overcast,Hot,High,False,Yes
23142,Overcast,Hot,High,False,Yes
23143,Sunny,Mild,High,True,No
23144,Overcast,Mild,High,True,Yes
23145,Sunny,Cool,Normal,False,Yes
23146,Sunny,Mild,High,False,Yes
23147,Sunny,Cool,Normal,True,No
23148,Overcast,Hot,High,False,Yes
23149,Rainy,Hot,High,True,No
23150,Rainy,Hot,High,True,No
23151,Rainy,Hot,High,True,No
23152,Rainy,Mild,High,False,No
23153,Rainy,Hot,High,True,No
23154,Rainy,Hot,High,True,No
23155,Overcast,Cool,Normal,True,Yes
23156,Overcast,Hot,High,False,Yes
23157,Sunny,Cool,Normal,True,No
23158,Rainy,Mild,Normal,True,Yes
23159,Sunny,Mild,High,True,No
23160,Sunny,Mild,Normal,False,Yes
23161,Overcast,Mild,High,True,Yes
23162,Overcast,Cool,Normal,True,Yes
23163,Sunny,Cool,Normal,False,Yes
23164,Rainy,Hot,High,True,No
23165,Sunny,Mild,High,True,No
23166,Sunny,Cool,Normal,False,Yes
23167,Rainy,Hot,High,True,No
23168,Rainy,Hot,High,True,No
23169,Rainy,Mild,Normal,True,Yes
23170,Sunny,Cool,Normal,False,Yes
23171,Overcast,Hot,High,False,Yes
23172,Overcast,Cool,Normal,True,Yes
23173,Sunny,Mild,High,False,Yes
23174,Overcast,Hot,High,False,Yes
23175,Overcast,Hot,High,False,Yes
23176,Sunny,Cool,Normal,False,Yes
23177,Sunny,Cool,Normal,False,Yes
23178,Sunny,Cool,Normal,False,Yes
23179,Sunny,Mild,High,True,No
23180,Overcast,Hot,High,False,Yes
23181,Sunny,Cool,Normal,False,Yes
23182,Rainy,Cool,Normal,False,Yes
23183,Overcast,Cool,Normal,True,Yes
23184,Overcast,Mild,High,True,Yes
23185,Sunny,Mild,Normal,False,Yes
23186,Overcast,Mild,High,True,Yes
23187,Rainy,Hot,High,True,No
23188,Overcast,Hot,Normal,False,Yes
23189,Overcast,Hot,Normal,False,Yes
23190,Overcast,Hot,High,False,Yes
23191,Sunny,Cool,Normal,False,Yes
23192,Rainy,Mild,Normal,True,Yes
23193,Rainy,Cool,Normal,False,Yes
23194,Rainy,Hot,High,True,No
23195,Sunny,Cool,Normal,False,Yes
23196,Sunny,Cool,Normal,False,Yes
23197,Rainy,Hot,High,True,No
23198,Overcast,Hot,High,False,Yes
23199,Overcast,Cool,Normal,True,Yes
23200,Overcast,Hot,High,False,Yes
23201,Overcast,Hot,High,False,Yes
23202,Overcast,Hot,High,False,Yes
23203,Overcast,Cool,Normal,True,Yes
23204,Rainy,Hot,High,True,No
23205,Overcast,Hot,High,False,Yes
23206,Overcast,Hot,High,False,Yes
23207,Sunny,Mild,Normal,False,Yes
23208,Sunny,Cool,Normal,False,Yes
23209,Sunny,Mild,High,True,No
23210,Overcast,Cool,Normal,True,Yes
23211,Sunny,Cool,Normal,False,Yes
23212,Sunny,Cool,Normal,True,No
23213,Overcast,Hot,Normal,False,Yes
23214,Sunny,Mild,Normal,False,Yes
23215,Sunny,Cool,Normal,False,Yes
23216,Overcast,Hot,High,False,Yes
23217,Rainy,Hot,High,True,No
23218,Sunny,Cool,Normal,False,Yes
23219,Rainy,Hot,High,True,No
23220,Overcast,Mild,High,True,Yes
23221,Overcast,Cool,Normal,True,Yes
23222,Overcast,Cool,Normal,True,Yes
23223,Sunny,Mild,High,True,No
23224,Overcast,Hot,Normal,False,Yes
23225,Overcast,Hot,High,False,Yes
23226,Rainy,Hot,High,True,No
23227,Sunny,Cool,Normal,False,Yes
